Customer ID,Recency,Frequency,Monetary,Cluster_KMeans
CJ-2010,46.0,3,223.56,2
CK-12205,4.0,38,13625.20784,1
CK-12325,61.0,27,9927.89832,1
CK-12595,43.0,33,16480.86618,1
CK-12760,169.0,26,6574.8044,1
CK-2205,79.0,5,950.697,2
CK-2325,0.0,8,3125.295,2
CK-2595,215.0,3,662.28,2
CK-2760,37.0,12,4015.95,2
CL-11890,13.0,31,17622.41136,1
CL-12565,5.0,30,17008.13588,1
CL-12700,8.0,31,17943.6508,1
CL-1890,92.0,9,560.745,2
CL-2565,42.0,6,2775.636,2
CL-2700,191.0,4,1432.374,2
CM-11815,40.0,23,14362.8004,1
CM-11830,6.0,24,16828.819,1
CM-11935,36.0,18,9689.0124,1
CM-12115,8.0,20,14657.9493,1
CM-12160,70.0,26,17910.03942,1
CM-12190,0.0,25,11375.05222,1
CM-12235,42.0,22,11377.591,1
CM-12385,37.0,25,21882.96992,1
CM-12445,15.0,25,11971.70808,1
CM-12655,184.0,18,14188.72268,1
CM-12715,41.0,19,8392.5789,1
CM-1815,61.0,5,431.874,2
CM-1830,380.0,13,4777.407,0
CM-1935,48.0,7,459.294,2
CM-2115,225.0,3,1907.3700000000001,2
CM-2160,124.0,5,2245.92,2
CM-2190,345.0,4,1451.49,2
CM-2235,156.0,5,243.03,2
CM-2385,796.0,4,580.614,0
CM-2445,348.0,4,1741.578,2
CM-2655,201.0,12,1389.834,2
CM-2715,699.0,7,2838.264,0
CP-12085,69.0,23,14183.8819,1
CP-12340,8.0,30,20109.46928,1
CP-2085,863.0,10,5585.7,0
CP-2340,463.0,4,5044.65,0
CR-12580,36.0,20,8700.3125,1
CR-12625,43.0,28,17271.20568,1
CR-12730,78.0,24,19487.963760000002,1
CR-12820,64.0,24,14470.55056,1
CR-2580,34.0,5,3057.2639999999997,2
CR-2625,139.0,9,5079.897,2
CR-2730,5.0,11,1359.576,2
CR-2820,198.0,8,1188.012,2
CS-11845,15.0,26,20471.0526,1
CS-11860,77.0,21,10555.92482,1
CS-11950,45.0,31,14222.97134,1
CS-12130,11.0,22,10981.231,1
CS-12175,131.0,29,16706.0963,1
CS-12250,37.0,30,12496.1053,1
CS-12355,6.0,31,9240.896999999999,1
CS-12400,1.0,23,10221.36436,1
CS-12460,6.0,23,20084.21728,1
CS-12490,2.0,30,11110.4965,1
CS-12505,196.0,16,11535.2464,1
CS-1845,404.0,8,1593.3120000000001,0
CS-1860,137.0,9,1618.674,2
CS-1950,135.0,5,714.072,2
CS-2130,526.0,4,1367.268,0
CS-2175,255.0,5,3340.098,2
CS-2250,2.0,4,1917.624,2
CS-2355,104.0,9,1307.16,2
CS-2400,11.0,5,2293.17,2
CS-2460,338.0,8,2671.227,2
CS-2490,169.0,3,1664.13,2
CS-2505,520.0,7,1894.5,0
CT-11995,96.0,27,13715.79704,1
CT-1995,1161.0,2,422.778,0
CV-12295,39.0,20,9042.26818,1
CV-12805,4.0,20,9764.1306,1
CV-2295,376.0,9,1283.241,0
CV-2805,257.0,7,5088.852,2
CW-11905,8.0,25,12917.6316,1
CW-1905,427.0,4,1436.31,0
CY-12745,69.0,31,13928.4683,1
CY-2745,492.0,4,293.034,0
Co-12640,4.0,25,12279.23076,1
Co-2640,616.0,5,767.637,0
DA-13450,13.0,25,13035.368260000001,1
DA-3450,14.0,4,2212.05,2
DB-12910,2.0,27,12338.2837,1
DB-12970,217.0,11,9166.2092,2
DB-13060,16.0,26,23476.91166,1
DB-13120,5.0,16,5602.59462,2
DB-13210,7.0,27,13743.5959,1
DB-13270,9.0,25,11690.3695,1
DB-13360,47.0,28,6919.81436,1
DB-13405,107.0,26,16083.95666,1
DB-13555,36.0,22,9415.2204,1
DB-13615,33.0,28,10031.4568,1
DB-13660,12.0,20,11397.064840000001,1
DB-2910,474.0,8,3051.18,0
DB-2970,218.0,4,513.03,2
DB-3060,8.0,8,2070.258,2
DB-3120,672.0,4,671.232,0
DB-3210,582.0,7,387.021,0
DB-3270,48.0,2,886.23,2
DB-3360,434.0,2,3691.53,0
DB-3405,557.0,2,548.682,0
DB-3555,5.0,3,971.1120000000001,2
DB-3615,107.0,4,2824.152,2
DB-3660,866.0,3,2207.712,0
DC-12850,37.0,29,9307.3655,1
DC-13285,18.0,23,16164.6499,1
DC-2850,34.0,9,4131.144,2
DC-3285,737.0,4,800.004,0
DD-13570,41.0,24,8741.4648,1
DD-3570,63.0,8,2331.4139999999998,2
DE-13255,104.0,22,10085.789999999999,1
DE-3255,48.0,8,2714.49,2
DF-13135,9.0,18,10240.3839,1
DF-3135,43.0,4,1301.652,2
DG-13300,32.0,28,13731.428,1
DG-3300,14.0,6,2982.312,2
DH-13075,75.0,25,14128.6781,1
DH-13675,92.0,17,7817.3085,2
DH-3075,159.0,10,2063.682,2
DH-3675,197.0,12,4661.844,2
DJ-13420,154.0,28,22142.43114,1
DJ-13510,6.0,31,15420.2879,1
DJ-13630,12.0,27,12560.130000000001,1
DJ-3420,1.0,4,419.64,2
DJ-3510,6.0,7,5976.6900000000005,2
DJ-3630,34.0,6,1293.9479999999999,2
DK-12835,70.0,32,17590.5547,1
DK-12895,45.0,22,18340.62916,1
DK-12985,1.0,35,14823.9685,1
DK-13090,8.0,36,19178.6392,1
DK-13150,10.0,22,15983.711,1
DK-13225,1.0,29,9246.4686,1
DK-13375,4.0,26,16258.534,1
DK-2835,107.0,11,3373.143,2
DK-2895,159.0,6,1292.13,2
DK-3090,68.0,3,273.76800000000003,2
DK-3150,285.0,14,1577.874,2
DK-3225,65.0,8,1407.984,2
DK-3375,306.0,10,3846.78,2
DL-12865,100.0,34,11185.7181,1
DL-12925,63.0,21,11364.6808,1
DL-13315,18.0,27,18505.6005,1
DL-13330,12.0,34,16781.631,1
DL-13495,64.0,27,15872.184000000001,1
DL-2865,501.0,7,1502.964,0
DL-2925,37.0,7,831.996,2
DL-3315,47.0,6,1746.87,2
DL-3330,705.0,3,1159.3500000000001,0
DL-3495,282.0,5,773.604,2
DM-12955,40.0,32,19862.57592,1
DM-13015,5.0,30,15626.5318,1
DM-13345,2.0,27,17054.8905,1
DM-13525,35.0,19,9640.38168,1
DM-2955,12.0,9,2437.407,2
DM-3015,2.0,6,2105.79,2
DM-3345,428.0,6,4998.42,0
DM-3525,321.0,6,2191.266,2
DN-13690,40.0,24,13098.338,1
DN-3690,12.0,5,1815.954,2
DO-13435,64.0,32,15280.8855,1
DO-13645,33.0,25,12083.48092,1
DO-3435,36.0,10,3515.73,2
DO-3645,41.0,5,1689.252,2
DP-13000,61.0,31,13882.7624,1
DP-13105,6.0,25,18930.032199999998,1
DP-13165,7.0,25,22211.28212,1
DP-13390,0.0,27,10282.7912,1
DP-3000,14.0,10,2093.61,2
DP-3105,64.0,6,6970.715999999999,2
DP-3165,7.0,6,1517.952,2
DP-3390,12.0,6,1376.1299999999999,2
DR-12880,3.0,32,14415.3383,1
DR-12940,39.0,33,25641.46492,1
DR-2880,4.0,8,2291.463,2
DR-2940,39.0,8,2288.4,2
DS-13030,93.0,26,11644.2965,1
DS-13180,14.0,31,13447.412,1
DS-3030,48.0,6,1636.512,2
DS-3180,71.0,2,185.136,2
DV-13045,40.0,24,18106.01292,1
DV-13465,190.0,20,12910.87688,1
DV-3045,33.0,13,4640.319,2
DV-3465,13.0,5,4037.82,2
DW-13195,6.0,26,9689.3171,1
DW-13480,65.0,23,16336.8556,1
DW-13540,12.0,20,13166.414999999999,1
DW-13585,5.0,37,12143.0436,1
DW-3195,1169.0,4,1241.2259999999999,0
DW-3480,131.0,12,7118.106000000001,2
DW-3540,919.0,4,1216.587,0
DW-3585,196.0,4,461.87399999999997,2
Dl-13600,5.0,20,11912.7634,1
Dl-3600,189.0,10,2809.056,2
Dp-13240,18.0,28,22225.61032,1
Dp-3240,188.0,7,609.3,2
EA-14035,93.0,31,11387.06772,1
EA-4035,165.0,3,131.808,2
EB-13705,48.0,30,12382.284099999999,1
EB-13750,32.0,20,8489.991,1
EB-13840,2.0,25,20188.15894,1
EB-13870,15.0,19,6850.983700000001,1
EB-13930,75.0,18,9533.9519,1
EB-13975,0.0,32,13405.6013,1
EB-14110,35.0,24,13665.4673,1
EB-14170,100.0,23,6736.4391,1
EB-3705,398.0,3,3141.63,0
EB-3750,184.0,6,939.153,2
EB-3840,43.0,6,1797.738,2
EB-3870,497.0,5,184.872,0
EB-3930,7.0,9,2433.516,2
EB-3975,35.0,9,2713.62,2
EB-4110,168.0,10,2417.757,2
EB-4170,561.0,6,1267.6200000000001,0
EC-14050,282.0,19,4430.2361,2
EC-4050,162.0,7,2301.315,2
ED-13885,15.0,31,18018.879,1
ED-3885,77.0,8,525.474,2
EG-13900,36.0,21,16562.35068,1
EG-3900,197.0,11,6549.951,2
EH-13765,2.0,29,20259.916,1
EH-13945,97.0,27,7832.68602,1
EH-13990,44.0,26,8807.0846,1
EH-14005,2.0,28,10374.9381,1
EH-14125,102.0,31,17408.31362,1
EH-14185,67.0,29,12800.51382,1
EH-3765,128.0,9,1010.382,2
EH-3945,488.0,9,2518.74,0
EH-3990,33.0,6,672.489,2
EH-4005,196.0,7,2629.674,2
EH-4125,62.0,13,5012.22,2
EH-4185,128.0,8,3577.77,2
EJ-13720,431.0,22,8969.44,0
EJ-14155,34.0,23,12324.8446,1
EJ-3720,156.0,8,1727.964,2
EJ-4155,140.0,5,2631.99,2
EK-13795,44.0,17,5597.3462,2
EK-3795,396.0,6,1531.083,0
EL-13735,77.0,23,10515.862000000001,1
EL-3735,201.0,11,3691.392,2
EM-13810,78.0,23,13549.72804,1
EM-13825,137.0,26,14128.078160000001,1
EM-13960,2.0,37,25228.52948,1
EM-14065,16.0,17,12108.30958,1
EM-14095,8.0,17,10889.6997,1
EM-14140,46.0,30,21507.29126,1
EM-14200,41.0,23,17087.77766,1
EM-3810,190.0,6,1032.879,2
EM-3960,194.0,8,2855.874,2
EM-4065,70.0,9,3213.246,2
EM-4095,131.0,9,2833.56,2
EM-4140,93.0,6,1900.791,2
EM-4200,191.0,4,2585.898,2
EN-13780,14.0,20,6333.9164,1
EN-3780,371.0,8,734.856,0
EP-13915,12.0,33,16283.35774,1
EP-3915,75.0,3,487.95000000000005,2
ER-13855,69.0,19,13396.0,1
ER-3855,894.0,7,3736.296,0
ES-14020,0.0,32,12827.272939999999,1
ES-14080,102.0,24,16236.0058,1
ES-4020,344.0,7,1892.778,2
ES-4080,275.0,9,1925.544,2
FA-14230,38.0,29,13535.0628,1
FA-4230,184.0,6,814.572,2
FC-14245,42.0,23,10867.8088,1
FC-14335,107.0,23,8770.73964,1
FC-4245,491.0,6,1540.6380000000001,0
FC-4335,189.0,4,550.95,2
FG-14260,34.0,18,9396.5055,1
FG-4260,155.0,9,308.211,2
FH-14275,4.0,23,13569.566,1
FH-14350,1.0,20,10654.52882,1
FH-14365,1.0,30,27649.32652,1
FH-4275,134.0,5,113.064,2
FH-4350,14.0,3,110.481,2
FH-4365,166.0,9,2751.348,2
FM-14215,7.0,31,14353.3978,1
FM-14290,36.0,30,14382.319220000001,1
FM-14380,188.0,21,6598.3976999999995,1
FM-4215,96.0,6,2935.614,2
FM-4290,2.0,8,2002.71,2
FM-4380,1.0,6,843.54,2
FO-14305,38.0,37,15614.2155,1
FO-4305,73.0,10,2158.446,2
FP-14320,215.0,29,9939.0502,1
FP-4320,34.0,5,816.582,2
FW-14395,63.0,26,16972.7481,1
FW-4395,0.0,8,1220.811,2
GA-14515,79.0,24,12488.67232,1
GA-14725,2.0,24,8817.5455,1
GA-4515,35.0,7,1318.389,2
GA-4725,70.0,4,1460.796,2
GB-14530,33.0,25,11657.753,1
GB-14575,13.0,24,10748.99238,1
GB-4530,170.0,5,525.9,2
GB-4575,252.0,6,1821.912,2
GD-14590,5.0,29,18005.0006,1
GD-4590,352.0,4,700.692,2
GG-14650,33.0,28,12902.96276,1
GG-4650,103.0,5,1000.422,2
GH-14410,61.0,36,13659.59598,1
GH-14425,18.0,31,20039.763,1
GH-14485,103.0,21,14692.6742,1
GH-14665,2.0,29,12921.45162,1
GH-4410,457.0,9,1610.22,0
GH-4425,127.0,10,4585.83,2
GH-4485,378.0,4,794.622,0
GH-4665,1.0,9,1077.069,2
GK-14620,12.0,24,19215.7699,1
GK-4620,100.0,4,764.601,2
GM-14440,104.0,26,15782.46188,1
GM-14455,16.0,17,10523.649,1
GM-14500,106.0,23,6704.18562,1
GM-14680,1.0,31,12010.60944,1
GM-14695,47.0,19,14564.942000000001,1
GM-4440,1.0,8,735.216,2
GM-4455,439.0,4,488.43,0
GM-4500,104.0,5,4298.37,2
GM-4680,72.0,6,1590.402,2
GM-4695,222.0,7,791.502,2
GP-14740,1.0,25,10793.729,1
GP-4740,187.0,8,4610.103,2
GR-14560,67.0,24,8895.05754,1
GR-4560,153.0,6,4955.5289999999995,2
GT-14635,65.0,20,19080.34784,1
GT-14710,8.0,30,34471.89028,1
GT-14755,34.0,23,5601.70652,1
GT-4635,9.0,7,1145.01,2
GT-4710,558.0,4,1079.0639999999999,0
GT-4755,0.0,8,3457.578,2
GW-14605,18.0,25,16239.4915,1
GW-4605,14.0,8,1830.789,2
GZ-14470,7.0,35,20869.699,1
GZ-14545,76.0,24,11593.7308,1
GZ-4470,278.0,8,3835.626,2
GZ-4545,405.0,6,3698.388,0
HA-14905,69.0,24,15826.81444,1
HA-14920,41.0,25,9740.3981,1
HA-4905,13.0,4,1106.604,2
HA-4920,133.0,6,670.674,2
HD-14785,42.0,29,16749.140199999998,1
HD-4785,106.0,7,3325.6079999999997,2
HE-14800,6.0,27,9902.49522,1
HE-4800,36.0,8,1091.3220000000001,2
HF-14995,14.0,28,9712.8699,1
HF-4995,587.0,8,2099.973,0
HG-14845,12.0,30,21228.55452,1
HG-14965,61.0,34,16810.6866,1
HG-15025,6.0,29,14737.8066,1
HG-4845,223.0,9,2987.898,2
HG-4965,99.0,5,354.588,2
HG-5025,96.0,7,1476.612,2
HH-15010,61.0,24,13731.73782,1
HH-5010,196.0,3,1497.57,2
HJ-14875,5.0,32,14312.7962,1
HJ-4875,310.0,6,1121.22,2
HK-14890,43.0,27,13886.4431,1
HK-4890,170.0,6,1656.966,2
HL-15040,36.0,20,29664.23058,1
HL-5040,188.0,4,579.336,2
HM-14860,1.0,37,27434.1676,1
HM-14980,40.0,29,12718.7916,1
HM-4860,34.0,4,1042.77,2
HM-4980,464.0,5,4409.298,0
HP-14815,102.0,24,7321.4395,1
HP-4815,63.0,5,1196.682,2
HR-14770,13.0,18,11126.929,1
HR-14830,159.0,21,9637.15436,1
HR-4770,187.0,8,4550.322,2
HR-4830,347.0,3,391.93800000000005,2
HW-14935,34.0,28,17199.202,1
HW-4935,124.0,7,1174.824,2
HZ-14950,35.0,22,9656.4048,1
HZ-4950,597.0,6,2830.4159999999997,0
IG-15085,13.0,25,10383.13098,1
IG-5085,1.0,12,5766.243,2
IL-15100,160.0,25,11802.69376,1
IL-5100,163.0,7,1052.808,2
IM-15055,15.0,15,5154.83976,2
IM-15070,40.0,27,17854.10112,1
IM-5055,132.0,7,4324.95,2
IM-5070,96.0,7,2064.066,2
JA-15970,0.0,25,17105.4707,1
JA-5970,0.0,7,1057.227,2
JB-15400,7.0,34,13085.5039,1
JB-15925,9.0,19,12325.28696,1
JB-16000,1.0,32,22127.18112,1
JB-16045,0.0,24,13851.27568,1
JB-5400,195.0,7,2172.0299999999997,2
JB-5925,68.0,8,1012.092,2
JB-6000,217.0,7,1881.006,2
JB-6045,218.0,10,3235.656,2
JC-15340,34.0,29,17836.2846,1
JC-15385,8.0,25,12978.930919999999,1
JC-15775,1.0,25,10582.78504,1
JC-16105,68.0,28,11079.10488,1
JC-5340,771.0,6,606.105,0
JC-5385,15.0,9,3183.0750000000003,2
JC-5775,13.0,5,1712.487,2
JC-6105,102.0,6,3914.94,2
JD-15790,15.0,24,10267.74976,1
JD-15895,6.0,32,16711.32422,1
JD-16015,48.0,24,8690.6293,1
JD-16060,65.0,19,7683.04096,1
JD-16150,0.0,28,18281.84948,1
JD-5790,859.0,5,1323.072,0
JD-5895,2.0,6,2770.4339999999997,2
JD-6015,42.0,8,2652.7799999999997,2
JD-6060,140.0,9,3541.44,2
JD-6150,231.0,6,5329.7699999999995,2
JE-15475,35.0,22,5905.076,1
JE-15610,42.0,26,13192.6924,1
JE-15715,9.0,36,22275.2689,1
JE-15745,32.0,35,19629.12896,1
JE-16165,41.0,20,8352.71836,1
JE-5475,193.0,8,914.178,2
JE-5610,194.0,6,756.855,2
JE-5715,228.0,7,180.29999999999998,2
